Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,sheet_temp,file_name,pressure_ppm,condition_temp,compound
0.591227,100.0,0.00591226,842.313,79.996,0.277427,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
0.67941,125.893,0.00539673,882.391,79.991,0.276941,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
0.786119,158.489,0.00496007,922.578,79.997,0.276704,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
0.926793,199.526,0.00464497,962.703,79.989,0.277073,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
1.08742,251.189,0.00432911,1002.88,79.994,0.27688,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
1.36759,316.228,0.00432469,1042.86,79.992,0.278218,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
1.85252,398.107,0.00465334,1083.0,79.995,0.282396,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
2.40558,501.188,0.00479976,1123.06,79.996,0.287131,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
3.09518,630.958,0.00490553,1163.17,79.988,0.295985,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
4.05449,794.329,0.00510429,1203.27,79.985,0.301888,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
5.21667,1000.0,0.00521667,1243.37,79.968,0.306318,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_2400ppm.xlsx,2400,80,DPTLB 2070 C
0.00653986,1.25896,0.00519464,80.0,25.015,0.371868,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.00497834,1.58481,0.00314128,120.094,25.004,0.372086,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.00351568,1.99524,0.00176204,160.109,25.001,0.372766,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.00615224,2.51187,0.00244926,200.406,25.0,0.373696,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.00877115,3.16228,0.00277368,240.406,25.002,0.374208,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0121842,3.98105,0.00306055,280.531,25.002,0.373572,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.014888,5.01188,0.00297055,320.625,25.002,0.374685,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.017721399999999998,6.30958,0.00280865,360.688,25.0,0.373799,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0224473,7.94338,0.00282592,400.75,24.998,0.37568,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.027534,9.99999,0.0027534,440.844,25.0,0.375685,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.034851,12.5893,0.00276831,480.953,25.0,0.375637,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0438294,15.849,0.00276544,521.016,25.0,0.377243,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0546598,19.9527,0.00273947,561.172,24.999,0.376354,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0689243,25.1188,0.00274393,601.219,25.0,0.377717,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0866881,31.6229,0.00274131,641.391,25.0,0.378161,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.109164,39.8108,0.00274207,681.438,25.001,0.379478,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.137611,50.1189,0.00274569,721.531,24.999,0.379057,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.173674,63.0957,0.00275255,761.609,25.001,0.379306,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.219581,79.4328,0.00276436,801.641,25.001,0.381242,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.274276,100.0,0.00274276,841.781,25.0,0.381511,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.346993,125.893,0.00275627,881.797,24.999,0.380929,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.439572,158.489,0.00277351,921.953,25.001,0.380939,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.561798,199.526,0.00281566,962.0,25.0,0.382521,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.796687,251.189,0.00317167,1002.11,25.0,0.381432,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
1.14313,316.228,0.00361489,1042.13,25.0,0.381543,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
1.5994,398.107,0.0040175,1082.34,25.001,0.380977,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
2.17088,501.187,0.00433148,1122.36,24.998,0.384603,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
2.91004,630.957,0.0046121,1162.48,24.999,0.386857,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
3.90218,794.329,0.00491255,1202.53,24.999,0.389055,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
5.18017,1000.0,0.00518017,1242.73,25.0,0.390533,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,25,DPTLB 2070 C
0.0103934,1.00007,0.0103927,40.0,40.056,0.414069,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.00234554,1.25894,0.0018631,80.0,40.094,0.41465,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.00724857,1.58494,0.0045734,120.188,40.052,0.416188,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.00833832,1.99524,0.0041791,160.203,40.017,0.415581,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.00785473,2.5119,0.00312701,200.391,40.006,0.415658,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.00906298,3.16229,0.00286596,240.438,40.0,0.415033,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0109562,3.98108,0.00275207,280.563,40.007,0.415024,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0137126,5.01194,0.00273598,320.688,40.002,0.414361,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0174079,6.30957,0.00275897,360.781,39.999,0.414762,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0214763,7.94334,0.00270369,400.875,40.0,0.41527,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0273905,10.0,0.00273904,441.0,40.002,0.415915,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0340502,12.5893,0.0027047,481.078,40.002,0.415866,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0426107,15.8489,0.00268855,521.125,40.0,0.414557,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0536797,19.9526,0.00269036,561.297,39.998,0.414993,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.0672367,25.1188,0.00267675,601.375,40.001,0.414531,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.084375,31.6227,0.00266818,641.656,40.001,0.415157,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.106011,39.8107,0.00266287,681.75,39.998,0.414618,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.133256,50.1187,0.00265882,721.781,40.003,0.415177,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.167766,63.0957,0.00265892,761.938,39.999,0.413538,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.211084,79.4328,0.00265739,801.969,40.0,0.414312,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.266243,99.9995,0.00266244,842.125,40.001,0.414309,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.338801,125.893,0.00269119,882.203,39.999,0.412524,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.445439,158.489,0.00281053,922.344,39.996,0.411025,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.594164,199.526,0.00297787,962.406,40.002,0.41398,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.797301,251.189,0.00317411,1002.47,39.999,0.41374,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
1.07245,316.228,0.00339138,1042.56,39.998,0.415698,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
1.45397,398.107,0.00365221,1082.66,40.003,0.41825,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
1.99366,501.187,0.00397787,1122.78,39.998,0.420634,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
2.71141,630.958,0.00429729,1162.84,39.995,0.423509,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
3.60733,794.329,0.00454136,1203.0,39.998,0.426268,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
4.88131,1000.0,0.00488131,1243.05,39.999,0.436676,40 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,40,DPTLB 2070 C
0.00189249,0.999963,0.00189256,39.9844,60.044,0.394605,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.00290973,1.25891,0.0023113,80.0156,60.091,0.39374,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0031427,1.58491,0.00198289,120.141,60.054,0.393904,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.00406577,1.99526,0.00203771,160.203,60.017,0.395836,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.00515809,2.51189,0.00205347,200.359,60.001,0.394928,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.00655822,3.16227,0.0020739,240.328,60.002,0.395251,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.00824075,3.98107,0.00206999,280.531,60.008,0.395387,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.010357,5.01186,0.00206651,320.469,59.999,0.39477,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0130185,6.30958,0.00206329,360.688,59.999,0.394249,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.016398,7.94332,0.00206438,400.734,60.004,0.393709,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0205233,10.0,0.00205233,440.813,60.003,0.394122,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0258351,12.5893,0.00205215,480.953,59.994,0.39369,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0324796,15.8489,0.00204932,520.797,60.008,0.393537,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0408424,19.9526,0.00204697,561.188,60.003,0.392843,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.051397,25.1188,0.00204615,601.219,59.99,0.392892,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.06475,31.6228,0.00204758,641.422,60.003,0.392408,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.0816146,39.8107,0.00205007,681.469,60.006,0.3918,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.102969,50.1187,0.00205449,721.609,59.998,0.391282,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.129935,63.0957,0.00205934,761.75,59.997,0.389675,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.164105,79.4328,0.00206596,801.828,60.003,0.39107,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.207387,100.0,0.00207387,841.984,60.002,0.388747,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.275345,125.893,0.00218714,882.016,59.997,0.389281,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.38227,158.489,0.00241196,922.219,59.997,0.389878,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.517002,199.526,0.00259115,962.313,59.997,0.390644,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.689918,251.189,0.00274661,1002.47,60.002,0.393064,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.919448,316.228,0.00290755,1042.61,59.99,0.394229,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
1.22224,398.108,0.00307013,1082.63,59.999,0.395022,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
1.63329,501.187,0.00325885,1122.75,60.001,0.399509,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
2.19003,630.957,0.00347097,1162.8,59.997,0.405863,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
2.95567,794.329,0.00372097,1203.03,59.986,0.410146,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
3.98817,999.999,0.00398817,1243.11,59.996,0.412751,60 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,60,DPTLB 2070 C
0.00523483,1.00016,0.00523398,40.0,70.042,0.395784,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.000893041,1.25896,0.000709349,80.0938,70.092,0.394248,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.00494246,1.58491,0.00311845,120.281,70.051,0.39519,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.00531849,1.99523,0.0026656,160.375,70.018,0.395573,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.00587754,2.51191,0.00233987,200.625,69.999,0.394818,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.00673824,3.16227,0.00213082,240.734,70.004,0.393473,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.00823974,3.98112,0.0020697,280.781,70.004,0.393732,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0103421,5.01187,0.00206351,321.0,70.003,0.392848,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0131186,6.30956,0.00207916,361.094,70.001,0.393541,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0162281,7.94325,0.002043,401.328,69.995,0.39255,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0207836,9.99999,0.00207836,441.359,70.004,0.392551,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.02583,12.5893,0.00205174,481.453,70.002,0.390651,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0323426,15.8489,0.00204068,521.484,69.983,0.390075,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0406845,19.9526,0.00203906,561.547,70.006,0.390369,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0510085,25.1189,0.00203068,601.594,70.003,0.389427,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0639723,31.6228,0.00202298,641.625,70.004,0.387379,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.0804029,39.8107,0.00201963,681.766,69.994,0.388262,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.101146,50.1187,0.00201813,721.828,70.003,0.387406,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.127332,63.0958,0.00201808,762.063,70.002,0.387017,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.160358,79.4328,0.00201879,802.016,69.998,0.387337,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.205159,100.0,0.00205159,842.281,69.997,0.387268,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.282501,125.893,0.00224399,882.344,69.992,0.386251,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.379528,158.489,0.00239466,922.438,70.001,0.386306,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.500261,199.526,0.00250724,962.641,69.996,0.386434,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.67028,251.189,0.00266843,1002.67,70.003,0.387812,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.890044,316.228,0.00281456,1042.75,70.001,0.391194,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
1.19103,398.107,0.00299174,1082.83,70.002,0.395412,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
1.59472,501.187,0.00318188,1122.97,69.99,0.402503,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
2.13885,630.957,0.00338986,1162.95,69.993,0.413564,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
2.80866,794.328,0.00353589,1203.19,69.988,0.414271,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
3.7722,1000.0,0.00377221,1243.27,69.988,0.422114,70 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,70,DPTLB 2070 C
0.00346809,1.00001,0.00346807,39.9688,80.034,0.390544,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0025563,1.25881,0.00203073,80.0469,80.077,0.360371,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.00379746,1.58491,0.00239601,120.219,80.039,0.353459,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.00453837,1.99525,0.00227459,160.203,80.021,0.352659,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.00525873,2.5119,0.00209353,200.344,79.999,0.352218,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.00625586,3.16228,0.00197828,240.391,79.997,0.350967,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0078009,3.98108,0.00195949,280.531,80.005,0.350971,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.00994243,5.01184,0.00198379,320.609,80.001,0.350203,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0123422,6.30959,0.0019561,360.75,80.009,0.348685,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.015342,7.94326,0.00193145,400.813,80.001,0.349082,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.019692,10.0,0.0019692,440.922,79.999,0.348902,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0245883,12.5892,0.00195313,481.031,80.003,0.347572,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0311154,15.8489,0.00196325,521.172,80.003,0.347413,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0391007,19.9526,0.00195968,561.406,79.998,0.345103,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0489543,25.1188,0.00194891,601.453,80.002,0.344379,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0612123,31.6228,0.0019357,641.609,80.002,0.343241,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0763657,39.8107,0.00191822,681.656,80.0,0.340991,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.0965375,50.1187,0.00192618,721.656,80.002,0.340214,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.121789,63.0958,0.00193022,761.781,80.003,0.339604,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.153699,79.4328,0.00193496,801.859,80.002,0.337546,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.207085,100.0,0.00207085,842.016,79.988,0.337193,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.283301,125.893,0.00225034,882.109,80.003,0.33529,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.378876,158.489,0.00239055,922.25,80.01,0.333147,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.489144,199.526,0.00245153,962.328,79.998,0.330724,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.650309,251.189,0.00258893,1002.42,80.002,0.327561,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
0.864305,316.228,0.00273317,1042.48,80.002,0.32076,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
1.16178,398.107,0.00291827,1082.38,80.001,0.310643,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
1.56244,501.187,0.00311749,1122.89,80.003,0.29615,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
2.08952,630.958,0.00331166,1162.97,79.989,0.28238,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
2.79199,794.328,0.00351491,1203.27,79.995,0.271888,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
3.76623,1000.0,0.00376623,1243.75,80.0,0.263497,80 C,new_polymer_rheology/Polymer DPTLB 2070 C_300ppm.xlsx,300,80,DPTLB 2070 C
2.16147,0.999977,2.16152,39.9844,24.961,0.241414,25 C,new_polymer_rheology/Polymer DPTLB 2070 C_5000ppm.xlsx,5000,25,DPTLB 2070 C
